SampleID Num_reads Num_R1 Num_R2 Num_Paired Num_MateMapped Num_Singletons Num_MateMappedDiffChr Coverage_depth
	2032_46_B 2615896	1306533	1309363	1701150	2402562	53222	679866	2.53258
	2032_46_E 2254627	1126902	1127725	1507236	2085244	39780	560800	2.45246
	2032_48_A 3480897	1739332	1741565	2327346	3212638	60944	859354	2.86415
	2032_48_C 3178785	1587997	1590788	2085424	2911032	60195	799890	2.7857
	2032_48_E 2695453	1346708	1348745	1794836	2479068	49826	663052	2.66121
	2032_49_A 2457230	1227726	1229504	1628918	2256154	49636	606664	2.56615
	2032_49_B 2303740	1150450	1153290	1544622	2132994	41126	572244	2.52937
	2032_50_E 3388827	1693415	1695412	2272300	3126760	60778	828258	2.86009
