GO.ID	pValue
GO:0071840	0.00096
GO:0009415	0.00151
GO:0006413	0.01096
GO:0001101	0.01145
GO:0043933	0.02235
GO:0044085	0.02836
GO:0006412	0.02863
GO:0022607	0.07237
GO:0002376	0.07612
GO:0009628	0.08888
GO:0009719	0.09533
GO:0002181	0.10703
GO:0006091	0.13128
GO:0002252	0.14734
GO:0051252	0.15282
GO:0042274	0.15398
GO:0070925	0.18464
GO:0048869	0.19713
