GO.ID	pValue
GO:0009415	0.041
GO:0006412	0.044
GO:0048518	0.052
GO:0080134	0.053
GO:0006413	0.054
GO:0048584	0.056
GO:0006955	0.059
GO:0006952	0.074
GO:0006811	0.075
GO:0002682	0.085
GO:0044419	0.091
GO:0048583	0.098
GO:0001101	0.11
GO:0002376	0.111
GO:0002684	0.129
GO:0002253	0.132
GO:0009605	0.135
GO:0002181	0.181
GO:0043933	0.187
GO:0007017	0.188
GO:0009607	0.19
